county name,active in state texas attorney__2010,active in state texas attorney__2011,active in state texas attorney__2012,active in state texas attorney__2013,active in state texas attorney__2014,active in state texas attorney__2015,active in state texas attorney__2016,active in state texas attorney__2017,active in state texas attorney__2018,active in state texas attorney__2019,active in state texas attorney__2020,active in state texas attorney__2021,active in state texas attorney__2023,active in state texas attorney__2024,population__2010,population__2011,population__2012,population__2013,population__2014,population__2015,population__2016,population__2017,population__2018,population__2019,population__2020,population__2021,population__2023,population__2024,ratio of attorney to population__2010,ratio of attorney to population__2011,ratio of attorney to population__2012,ratio of attorney to population__2013,ratio of attorney to population__2014,ratio of attorney to population__2015,ratio of attorney to population__2016,ratio of attorney to population__2017,ratio of attorney to population__2018,ratio of attorney to population__2019,ratio of attorney to population__2020,ratio of attorney to population__2021,ratio of attorney to population__2023,ratio of attorney to population__2024,attorney as a percentage of total in state attorney__2010,attorney as a percentage of total in state attorney__2011,attorney as a percentage of total in state attorney__2012,attorney as a percentage of total in state attorney__2013,attorney as a percentage of total in state attorney__2014,attorney as a percentage of total in state attorney__2015,attorney as a percentage of total in state attorney__2016,attorney as a percentage of total in state attorney__2017,attorney as a percentage of total in state attorney__2018,attorney as a percentage of total in state attorney__2019,attorney as a percentage of total in state attorney__2020,attorney as a percentage of total in state attorney__2021,attorney as a percentage of total in state attorney__2023,attorney as a percentage of total in state attorney__2024,population as a percentage of total texas population__2010,population as a percentage of total texas population__2011,population as a percentage of total texas population__2012,population as a percentage of total texas population__2013,population as a percentage of total texas population__2014,population as a percentage of total texas population__2015,population as a percentage of total texas population__2016,population as a percentage of total texas population__2017,population as a percentage of total texas population__2018,population as a percentage of total texas population__2019,population as a percentage of total texas population__2020,population as a percentage of total texas population__2021,population as a percentage of total texas population__2023,population as a percentage of total texas population__2024
Milam County,16,31,26,29,29,30,31,31,32,32,34,34,33,32,24757.0,24699.0,24157.0,24167.0,24256.0,24513.0,,25053.0,25131.0,24823.0,24754.0,25106.0,25951.0,26159.0,"1:1,547",0.5951388888888889,0.6868055555555556,0.6201388888888889,0.6222222222222222,0.6090277777777777,,0.6027777777777777,0.5868055555555556,0.5805555555555556,0.5472222222222223,0.5541666666666667,0.4361111111111111,0.4340277777777778,0.0002,0.0004,0.0003,0.0003,0.0003,0.0003,,0.0003,0.0004,0.0004,0.0004,0.0004,0.0003,0.0003,,0.001,0.0009,,,0.0009,,0.0009,,0.0009,0.0009,0.0009,0.0009,0.0009
Mills County,6,7,7,6,7,7,7,8,8,8,6,6,7,7,4936.0,4848.0,4828.0,4907.0,4870.0,4900.0,,4921.0,4921.0,4873.0,4456.0,4480.0,4548.0,4563.0,0.6131944444444445,0.5229166666666667,0.5208333333333334,0.6097222222222223,0.525,0.5277777777777778,,0.46875,0.46875,0.46458333333333335,0.5576388888888889,0.5604166666666667,0.7215277777777778,0.7055555555555556,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0002,0.0002,,,0.0002,,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002
Mitchell County,12,4,5,6,6,7,5,5,5,5,5,5,4,5,9403.0,9426.0,9336.0,9402.0,9076.0,9067.0,,8468.0,8145.0,8545.0,8990.0,9070.0,9075.0,8968.0,0.5861111111111111,"1:2,357","1:1,867","1:1,567","1:1,513","1:1,295",,"1:1,694","1:1,629","1:1,709","1:1,798","1:1,814",0.5875,0.6090277777777777,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,,0.0004,0.0004,,,0.0003,,0.0003,,0.0003,0.0003,0.0003,0.0003,0.0003
Montague County,18,18,19,21,23,21,23,22,21,21,21,21,21,22,19719.0,19710.0,19565.0,19503.0,19416.0,19262.0,,19539.0,19596.0,19818.0,19965.0,20409.0,21598.0,21890.0,"1:1,095","1:1,095","1:1,030",0.6868055555555556,0.6277777777777778,0.6784722222222223,,0.6583333333333333,0.6895833333333333,0.6972222222222222,0.7020833333333333,0.7166666666666667,"1:1,028",0.49444444444444446,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,0.0008,0.0008,,,0.0007,,0.0007,,0.0007,0.0007,0.0007,0.0007,0.0007
Montgomery County,1058,1158,1226,1305,1365,1419,1496,1555,1604,1604,1666,1724,1870,1898,455746.0,471734.0,485047.0,499137.0,518947.0,537559.0,,570934.0,590925.0,607391.0,620443.0,648886.0,711354.0,749613.0,0.34097222222222223,0.32430555555555557,0.31666666666666665,0.30694444444444446,0.3055555555555556,0.30486111111111114,,0.2965277777777778,0.2972222222222222,0.30486111111111114,0.3,0.30277777777777776,,0.3159722222222222,0.0122,0.0144,0.0148,0.0154,0.0158,0.0161,,0.0171,0.0176,0.0176,0.0183,0.0181,,0.0196,,0.0184,0.0186,,,0.0196,,0.0202,,0.0212,0.0216,0.022,,0.025
Moore County,15,16,15,17,19,16,14,12,12,12,11,11,10,11,21904.0,21954.0,22313.0,22141.0,22148.0,22255.0,,22097.0,21485.0,20940.0,21358.0,21118.0,21190.0,21872.0,"1:1,460","1:1,372","1:1,488","1:1,302","1:1,166","1:1,391",,"1:1,841","1:1,790","1:1,745","1:1,942","1:1,920","1:2,119","1:1,988",0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0009,0.0009,,,0.0008,,0.0008,,0.0007,0.0007,0.0007,0.0007,0.0007
Morris County,12,18,13,13,14,14,15,15,15,15,12,13,13,13,12934.0,12848.0,12787.0,12834.0,12743.0,12516.0,,12467.0,12339.0,12388.0,11973.0,12030.0,12066.0,12184.0,"1:1,078",0.5375,0.725,0.7270833333333333,0.6736111111111112,0.6625,,0.61875,0.6131944444444445,0.6152777777777778,0.7347222222222223,0.6840277777777778,0.6861111111111111,0.6923611111111111,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,,0.0005,0.0005,,,0.0005,,0.0004,,0.0004,0.0004,0.0004,0.0004,0.0004
Motley County,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1210.0,1230.0,1202.0,1196.0,1153.0,1148.0,,1230.0,1234.0,1200.0,1063.0,1067.0,1020.0,1015.0,0.4618055555555556,0.46875,0.45902777777777776,"1:1,196","1:1,153","1:1,148",,"1:1,230","1:1,234","1:1,200","1:1,063","1:1,067","1:1,020","1:1,015",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Nacogdoches County,66,90,90,92,96,100,103,98,100,100,115,103,104,107,64524.0,65466.0,66034.0,65330.0,65301.0,65664.0,,65580.0,65711.0,65204.0,64653.0,64668.0,65375.0,65728.0,0.7208333333333333,0.5465277777777777,0.5513888888888889,0.5347222222222222,0.5138888888888888,0.4979166666666667,,0.50625,0.4979166666666667,0.49444444444444446,0.43194444444444446,0.4777777777777778,0.47847222222222224,0.46805555555555556,0.0008,0.0011,0.0011,0.0011,0.0011,0.0011,,0.0011,0.0011,0.0011,0.0013,0.0011,0.0011,0.0011,,0.0025,0.0025,,,0.0024,,0.0023,,0.0023,0.0023,0.0022,0.0022,0.0022
Navarro County,43,55,57,57,54,53,56,59,61,61,63,66,62,63,47735.0,48054.0,47979.0,48038.0,48195.0,48323.0,,48701.0,49565.0,50113.0,52624.0,53591.0,55635.0,56533.0,"1:1,110",0.6486111111111111,0.6263888888888889,0.6270833333333333,0.6618055555555555,0.675,,0.6145833333333334,0.60625,0.6125,0.6215277777777778,0.6055555555555555,0.6645833333333333,0.6645833333333333,0.0005,0.0007,0.0007,0.0007,0.0006,0.0006,,0.0006,0.0007,0.0007,0.0007,0.0007,0.0006,0.0007,,0.0019,0.0018,,,0.0018,,0.0017,,0.0017,0.0018,0.0018,0.0019,0.0019
Newton County,6,6,6,6,5,5,5,6,5,5,5,5,5,5,14564.0,14454.0,14200.0,14140.0,14138.0,13986.0,,13952.0,13746.0,13595.0,12217.0,12241.0,12039.0,11908.0,"1:2,427","1:2,409","1:2,367","1:2,357","1:2,828","1:2,797",,"1:2,325","1:2,749","1:2,719","1:2,443","1:2,448","1:2,408","1:2,382",0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0006,0.0005,,,0.0005,,0.0005,,0.0005,0.0004,0.0004,0.0004,0.0004
Nolan County,19,20,22,23,22,2,23,23,20,20,22,21,19,18,15216.0,15269.0,14924.0,15037.0,15093.0,15107.0,,14770.0,14751.0,14714.0,14738.0,14597.0,14306.0,14182.0,0.5979166666666667,0.5715277777777777,0.5125,0.49583333333333335,0.5180555555555556,"1:7,554",,0.4875,0.5541666666666667,0.5527777777777778,0.5069444444444444,0.5243055555555556,0.5645833333333333,0.5888888888888889,0.0002,0.0002,0.0003,0.0003,0.0003,0.0,,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,0.0006,0.0006,,,0.0005,,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005
Nueces County,837,926,951,967,968,986,971,961,945,945,916,908,893,882,340223.0,343281.0,347691.0,352107.0,356221.0,359715.0,,361221.0,362265.0,362294.0,353178.0,353079.0,352289.0,353125.0,0.32430555555555557,0.29930555555555555,0.29583333333333334,0.29444444444444445,0.2972222222222222,0.2951388888888889,,0.30277777777777776,0.3076388888888889,0.3076388888888889,0.30972222222222223,0.31180555555555556,0.3159722222222222,0.3194444444444444,0.0096,0.0115,0.0115,0.0114,0.0112,0.0112,,0.0106,0.0104,0.0104,0.01,0.0095,0.0092,0.0091,,0.0134,0.0133,,,0.0131,,0.0128,,0.0126,0.0123,0.012,0.0117,0.0118
Ochiltree County,7,14,13,12,14,13,13,12,11,11,12,12,10,10,10223.0,10530.0,10728.0,10806.0,10758.0,10747.0,,10073.0,9947.0,9836.0,10015.0,9782.0,9704.0,9717.0,"1:1,460",0.5638888888888889,0.6145833333333334,0.6673611111111111,0.575,0.6159722222222223,,0.6243055555555556,0.6694444444444444,0.6625,0.6215277777777778,0.6076388888888888,0.7152777777777778,0.7166666666666667,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0004,0.0004,,,0.0004,,0.0004,,0.0003,0.0003,0.0003,0.0003,0.0003
Oldham County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.0,2074.0,2060.0,2102.0,2070.0,2069.0,,2114.0,2131.0,2112.0,1758.0,1717.0,1783.0,1823.0,1:--,1:--,1:--,1:--,1:--,1:--,,1:--,1:--,1:--,1:--,1:--,1:--,1: --,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001,0.0001,,,0.0001,,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001
Orange County,67,80,84,82,74,75,70,73,71,71,59,60,60,64,81837.0,82487.0,82977.0,82957.0,83433.0,84260.0,,85047.0,83572.0,83396.0,84808.0,84742.0,85722.0,86115.0,"1:1,221","1:1,031",0.7277777777777777,"1:1,012","1:1,127","1:1,123",,"1:1,165","1:1,177","1:1,175","1:1,437","1:1,412",1.0340277777777778,0.9763888888888889,0.0008,0.001,0.001,0.001,0.0009,0.0009,,0.0008,0.0008,0.0008,0.0006,0.0006,0.0006,0.0007,,0.0032,0.0032,,,0.0031,,0.003,,0.0029,0.003,0.0029,0.0029,0.0029
Palo Pinto County,27,27,28,29,26,28,29,30,27,27,26,26,26,25,28111.0,28115.0,27856.0,27889.0,28096.0,27895.0,,28570.0,28875.0,29189.0,28409.0,28686.0,29747.0,30231.0,"1:1,041","1:1,041",0.7326388888888888,0.7097222222222223,"1:1,081",0.7333333333333333,,0.7027777777777777,"1:1,069","1:1,081","1:1,093","1:1,103","1:1,144","1:1,209",0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,0.0011,0.0011,,,0.001,,0.001,,0.001,0.001,0.001,0.001,0.001
Panola County,19,21,22,22,22,21,21,21,18,18,23,22,20,20,23796.0,24058.0,24020.0,23870.0,23769.0,23766.0,,23243.0,23148.0,23194.0,22491.0,22675.0,22838.0,23022.0,"1:1,252","1:1,146","1:1,092","1:1,085","1:1,080","1:1,132",,"1:1,107","1:1,286","1:1,289",0.7208333333333333,"1:1,031","1:1,142","1:1,151",0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,,0.0009,0.0009,,,0.0009,,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008
Parker County,159,162,170,181,191,191,193,200,203,203,235,244,275,269,116927.0,118376.0,119712.0,121418.0,123164.0,126042.0,,133463.0,138371.0,142878.0,148222.0,156764.0,173494.0,179707.0,0.5520833333333334,0.5493055555555556,0.5305555555555556,0.5076388888888889,0.4895833333333333,0.5,,0.5048611111111111,0.5152777777777777,0.5305555555555556,0.4798611111111111,0.4875,0.4798611111111111,0.5055555555555555,0.0018,0.002,0.0021,0.0021,0.0022,0.0022,,0.0022,0.0022,0.0022,0.0026,0.0026,0.0028,0.0028,,0.0046,0.0046,,,0.0046,,0.0047,,0.005,0.0052,0.0053,0.0058,0.006
Parmer County,4,4,4,4,4,4,5,3,3,3,3,4,3,3,10269.0,10332.0,10183.0,9965.0,9908.0,9749.0,,9842.0,9864.0,9605.0,9869.0,9813.0,9617.0,9669.0,"1:2,567","1:2,583","1:2,546","1:2,491","1:2,477","1:2,437",,"1:3,281","1:3,288","1:3,202","1:3,290","1:2,453","1:3,206","1:3,223",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0004,0.0004,,,0.0004,,0.0003,,0.0003,0.0003,0.0003,0.0003,0.0003
Pecos County,24,9,10,10,10,12,13,14,15,15,14,16,17,16,15507.0,15716.0,15619.0,15697.0,15893.0,16203.0,,15634.0,15673.0,15823.0,15193.0,15118.0,14623.0,14712.0,0.49027777777777776,"1:1,746","1:1,562","1:1,570","1:1,589","1:1,350",,"1:1,117","1:1,045","1:1,055","1:1,085",0.6979166666666666,0.6388888888888888,0.6805555555555556,0.0003,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,0.0006,0.0006,,,0.0006,,0.0006,,0.0006,0.0005,0.0005,0.0005,0.0005
Polk County,41,42,41,45,51,55,59,58,61,61,65,63,59,64,45413.0,45725.0,45656.0,45790.0,46079.0,46972.0,,49162.0,50031.0,51353.0,50123.0,51899.0,54186.0,54258.0,"1:1,108","1:1,089","1:1,114","1:1,018",0.6694444444444444,0.6347222222222222,,0.6305555555555555,0.6111111111111112,0.6263888888888889,0.5770833333333333,0.6138888888888889,0.6791666666666667,0.6305555555555555,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,,0.0006,0.0007,0.0007,0.0007,0.0007,0.0006,0.0007,,0.0018,0.0018,,,0.0017,,0.0017,,0.0018,0.0017,0.0018,0.0018,0.0018
Potter County,381,422,426,428,433,430,438,427,425,425,418,411,390,388,121073.0,122285.0,122335.0,121661.0,121627.0,121802.0,,120458.0,119648.0,117415.0,118525.0,116547.0,114647.0,114649.0,0.2625,0.24305555555555555,0.24097222222222223,0.2388888888888889,0.23680555555555555,0.23819444444444443,,0.2375,0.2375,0.23333333333333334,0.2388888888888889,0.2388888888888889,0.24583333333333332,0.2465277777777778,0.0044,0.0052,0.0052,0.005,0.005,0.0049,,0.0047,0.0047,0.0047,0.0046,0.0043,0.004,0.004,,0.0048,0.0047,,,0.0044,,0.0043,,0.0041,0.0041,0.0039,0.0038,0.0038
Presidio County,4,11,10,9,8,9,9,9,8,8,9,10,15,14,7818.0,7761.0,7525.0,7201.0,6976.0,6876.0,,7156.0,6948.0,6704.0,6131.0,6140.0,5795.0,5686.0,"1:1,955",0.5319444444444444,0.5645833333333333,0.5972222222222222,0.6472222222222223,0.5722222222222222,,0.59375,0.6451388888888889,0.6236111111111111,0.5145833333333333,0.46805555555555556,0.30972222222222223,0.3236111111111111,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,,0.0003,0.0003,,,0.0003,,0.0003,,0.0002,0.0002,0.0002,0.0002,0.0002
Rains County,10,5,4,5,5,7,6,6,6,6,6,5,7,7,10914.0,11059.0,10943.0,11065.0,11032.0,11161.0,,11762.0,12159.0,12514.0,12164.0,12509.0,12986.0,13306.0,"1:1,091","1:2,212","1:2,736","1:2,213","1:2,206","1:1,594",,"1:1,960","1:2,027","1:2,086","1:2,027","1:2,502","1:1,855","1:1,901",0.0001,0.0001,0.0,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0004,0.0004,,,0.0004,,0.0004,,0.0004,0.0004,0.0004,0.0004,0.0004
Randall County,146,150,148,154,161,162,162,166,166,166,165,170,185,193,120725.0,123351.0,125082.0,126474.0,128220.0,130269.0,,134442.0,136271.0,137713.0,140753.0,143854.0,148255.0,150547.0,0.6159722222222223,0.6125,0.6284722222222222,0.6118055555555556,0.5944444444444444,0.6,,0.6041666666666666,0.6118055555555556,0.6180555555555556,0.6340277777777777,0.6291666666666667,0.5979166666666667,0.5833333333333334,0.0017,0.0019,0.0018,0.0018,0.0019,0.0018,,0.0018,0.0018,0.0018,0.0018,0.0018,0.0019,0.002,,0.0048,0.0048,,,0.0047,,0.0047,,0.0048,0.0049,0.0049,0.0049,0.005
Reagan County,4,2,3,4,4,4,4,4,5,5,3,3,3,3,3367.0,3390.0,3475.0,3601.0,3755.0,3792.0,,3710.0,3741.0,3849.0,3385.0,3253.0,3141.0,3139.0,0.6263888888888889,"1:1,695","1:1,158",0.6666666666666666,0.69375,0.7,,0.6861111111111111,0.5611111111111111,0.5763888888888888,"1:1,128","1:1,084","1:1,047","1:1,046",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,,0.0001,0.0001,,,0.0001,,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001
Real County,4,3,4,6,9,8,8,5,5,5,3,4,4,4,3309.0,3426.0,3369.0,3350.0,3371.0,3307.0,,3429.0,3478.0,3452.0,2758.0,2826.0,2854.0,2772.0,0.6159722222222223,"1:1,142",0.6263888888888889,0.42916666666666664,0.3020833333333333,0.3284722222222222,,0.5180555555555556,0.525,0.5208333333333334,0.6798611111111111,0.5326388888888889,0.5375,0.5229166666666667,0.0,0.0,0.0,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,,0.0001,0.0001,,,0.0001,,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001
Red River County,5,7,7,7,7,6,6,6,5,5,6,9,7,6,12860.0,12703.0,12694.0,12470.0,12446.0,12455.0,,12229.0,12175.0,12023.0,11587.0,11555.0,11678.0,11696.0,"1:2,572","1:1,815","1:1,813","1:1,781","1:1,778","1:2,076",,"1:2,038","1:2,435","1:2,405","1:1,931","1:1,284","1:1,668","1:1,949",0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0005,0.0005,,,0.0005,,0.0004,,0.0004,0.0004,0.0004,0.0004,0.0004
Reeves County,14,7,8,6,6,7,9,9,11,11,10,10,8,8,13783.0,13757.0,13798.0,13965.0,14349.0,14732.0,,15281.0,15695.0,15976.0,14748.0,14487.0,11770.0,11956.0,0.7256944444444444,"1:1,965","1:1,725","1:2,328","1:2,392","1:2,105",,"1:1,698","1:1,427","1:1,452","1:1,475","1:1,449","1:1,471","1:1,495",0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0005,0.0005,,,0.0005,,0.0005,,0.0006,0.0005,0.0005,0.0004,0.0004
Refugio County,5,7,7,8,7,7,8,5,6,6,7,7,7,9,7383.0,7291.0,7259.0,7305.0,7302.0,7289.0,,7224.0,7032.0,6948.0,6741.0,6756.0,6666.0,6739.0,"1:1,477","1:1,042","1:1,037",0.6756944444444445,"1:1,043","1:1,041",,"1:1,445","1:1,172","1:1,158",0.7104166666666667,0.7118055555555556,0.7027777777777777,0.5618055555555556,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0003,0.0003,,,0.0003,,0.0003,,0.0002,0.0002,0.0002,0.0002,0.0002
Roberts County,0,0,0,2,2,2,3,2,1,1,1,1,1,1,929.0,816.0,854.0,831.0,928.0,916.0,,938.0,903.0,854.0,827.0,797.0,840.0,837.0,1:--,1:--,1:--,0.33055555555555555,0.3638888888888889,0.3597222222222222,,0.36736111111111114,0.66875,0.6347222222222222,0.6159722222222223,0.5951388888888889,0.625,0.6229166666666667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Robertson County,22,21,23,22,24,23,21,20,20,20,20,21,22,22,16622.0,16740.0,16545.0,16486.0,16500.0,16659.0,,17203.0,17284.0,17074.0,16757.0,16958.0,17267.0,17659.0,0.5666666666666667,0.5951388888888889,0.5409722222222222,0.5618055555555556,0.5194444444444445,0.5444444444444444,,0.6388888888888888,0.6416666666666667,0.6347222222222222,0.6236111111111111,0.6027777777777777,0.5868055555555556,0.5993055555555555,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,0.0007,0.0006,,,0.0006,,0.0006,,0.0006,0.0006,0.0006,0.0006,0.0006
Rockwall County,182,205,217,228,242,236,261,256,269,269,309,318,390,408,78337.0,81290.0,83021.0,85245.0,87809.0,90861.0,,96788.0,100657.0,104915.0,107819.0,116381.0,131307.0,137044.0,0.3402777777777778,0.3173611111111111,0.3076388888888889,0.3013888888888889,0.29375,0.3090277777777778,,0.30416666666666664,0.3013888888888889,0.3125,0.28402777777777777,0.29583333333333334,0.27569444444444446,0.275,0.0021,0.0025,0.0026,0.0027,0.0028,0.0027,,0.0028,0.0029,0.0029,0.0034,0.0033,0.004,0.0042,,0.0032,0.0032,,,0.0033,,0.0034,,0.0037,0.0038,0.0039,0.0044,0.0046
Runnels County,10,10,10,11,10,10,9,9,9,9,7,6,9,8,10501.0,10524.0,10449.0,10309.0,10416.0,10551.0,,10266.0,10234.0,10264.0,9900.0,9943.0,9868.0,9751.0,"1:1,050","1:1,052","1:1,045",0.6923611111111111,"1:1,042","1:1,055",,"1:1,141","1:1,137","1:1,140","1:1,414","1:1,657","1:1,096","1:1,219",0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0004,0.0004,,,0.0004,,0.0004,,0.0004,0.0003,0.0003,0.0003,0.0003
Rusk County,27,35,30,31,31,30,32,28,27,27,28,27,26,28,53330.0,53759.0,54026.0,53622.0,53923.0,53070.0,,52833.0,54450.0,54406.0,52214.0,52743.0,53079.0,53391.0,"1:1,975","1:1,536","1:1,801","1:1,730","1:1,739","1:1,769",,"1:1,887","1:2,017","1:2,015","1:1,865","1:1,953","1:2,042","1:1,907",0.0003,0.0004,0.0004,0.0004,0.0004,0.0003,,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,,0.0021,0.0021,,,0.0019,,0.0019,,0.0019,0.0018,0.0018,0.0018,0.0018
Sabine County,9,6,6,8,9,10,8,7,8,8,5,3,3,4,10834.0,10740.0,10433.0,10361.0,10350.0,10368.0,,10461.0,10589.0,10542.0,9894.0,10039.0,10106.0,10058.0,"1:1,204","1:1,790","1:1,739","1:1,295","1:1,150","1:1,037",,"1:1,494","1:1,324","1:1,318","1:1,979","1:3,346","1:3,369","1:2,515",0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,,0.0004,0.0004,,,0.0004,,0.0004,,0.0004,0.0003,0.0003,0.0003,0.0003
San Augustine County,6,6,6,6,6,7,6,6,6,6,6,5,6,5,8865.0,8874.0,8818.0,8769.0,8610.0,8473.0,,8253.0,8232.0,8237.0,7918.0,7922.0,7833.0,7767.0,"1:1,478","1:1,479","1:1,470","1:1,462","1:1,435","1:1,210",,"1:1,376","1:1,372","1:1,373","1:1,320","1:1,584","1:1,306","1:1,553",0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0003,0.0003,,,0.0003,,0.0003,,0.0003,0.0003,0.0003,0.0003,0.0003
San Jacinto County,11,17,17,18,16,13,15,15,15,15,16,16,15,15,26384.0,26801.0,27126.0,26856.0,27099.0,27413.0,,28270.0,28719.0,28859.0,27402.0,27878.0,28936.0,29326.0,"1:2,399","1:1,577","1:1,596","1:1,492","1:1,694","1:2,109",,"1:1,885","1:1,915","1:1,924","1:1,713","1:1,742","1:1,929","1:1,955",0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,0.001,0.001,,,0.001,,0.001,,0.001,0.001,0.0009,0.001,0.001
San Patricio County,56,71,65,66,66,62,70,71,71,71,69,71,74,70,64804.0,64726.0,65600.0,66137.0,66915.0,67357.0,,67215.0,66893.0,66730.0,68755.0,69699.0,70660.0,71467.0,"1:1,157",0.675,"1:1,009","1:1,002","1:1,014","1:1,086",,0.6993055555555555,0.6958333333333333,0.6944444444444444,0.7333333333333333,0.7236111111111111,0.7048611111111112,0.7506944444444444,0.0006,0.0009,0.0008,0.0008,0.0008,0.0007,,0.0008,0.0008,0.0008,0.0008,0.0007,0.0008,0.0007,,0.0025,0.0025,,,0.0025,,0.0024,,0.0023,0.0024,0.0024,0.0024,0.0024
San Saba County,8,12,13,14,14,14,17,14,11,11,13,12,10,10,6131.0,6023.0,6002.0,6012.0,5622.0,5901.0,,5959.0,6054.0,6055.0,5730.0,5827.0,5845.0,5508.0,0.5736111111111111,0.3902777777777778,0.3625,0.33958333333333335,0.32083333333333336,0.3347222222222222,,0.3375,0.4236111111111111,0.4236111111111111,0.34791666666666665,0.37916666666666665,0.4479166666666667,0.42430555555555555,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0002,0.0002,,,0.0002,,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002
Schleicher County,1,2,2,2,2,4,4,4,4,4,4,4,4,4,3461.0,3309.0,3264.0,3206.0,3162.0,3211.0,,3001.0,2895.0,2793.0,2451.0,2429.0,2391.0,2302.0,"1:3,461","1:1,655","1:1,632","1:1,603","1:1,581",0.5993055555555555,,0.5625,0.5444444444444444,0.5263888888888889,0.4673611111111111,0.46319444444444446,0.45694444444444443,0.44166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001,0.0001,,,0.0001,,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001
